age,sex,province,education,n
25,Female,Nova Scotia,High school diploma or a high school equivalency certificate,1
25,Female,Nova Scotia,Less than high school diploma or its equivalent,2
25,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",11
25,Female,Ontario,"College, CEGEP or other non-university certificate or di...",4
25,Female,Ontario,High school diploma or a high school equivalency certificate,3
25,Female,Ontario,"University certificate, diploma or degree above the bach...",1
25,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
25,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
25,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
25,Female,Quebec,"College, CEGEP or other non-university certificate or di...",7
25,Female,Quebec,High school diploma or a high school equivalency certificate,1
25,Female,Quebec,University certificate or diploma below the bachelor's level,4
25,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
25,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
25,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
25,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
25,Male,Alberta,High school diploma or a high school equivalency certificate,2
25,Male,Alberta,University certificate or diploma below the bachelor's level,1
25,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
25,Male,British Columbia,High school diploma or a high school equivalency certificate,4
25,Male,British Columbia,University certificate or diploma below the bachelor's level,3
25,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
25,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",1
25,Male,Manitoba,High school diploma or a high school equivalency certificate,2
25,Male,Manitoba,University certificate or diploma below the bachelor's level,1
25,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
25,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",3
25,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
25,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
25,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
25,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
25,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",2
25,Male,Nova Scotia,High school diploma or a high school equivalency certificate,4
25,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
25,Male,Ontario,"College, CEGEP or other non-university certificate or di...",7
25,Male,Ontario,High school diploma or a high school equivalency certificate,3
25,Male,Ontario,Less than high school diploma or its equivalent,1
25,Male,Ontario,University certificate or diploma below the bachelor's level,1
25,Male,Ontario,"University certificate, diploma or degree above the bach...",4
25,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
25,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
25,Male,Quebec,"College, CEGEP or other non-university certificate or di...",4
25,Male,Quebec,High school diploma or a high school equivalency certificate,2
25,Male,Quebec,Less than high school diploma or its equivalent,3
25,Male,Quebec,University certificate or diploma below the bachelor's level,3
25,Male,Quebec,"University certificate, diploma or degree above the bach...",1
25,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
25,Male,Saskatchewan,High school diploma or a high school equivalency certificate,1
25,Male,Saskatchewan,Less than high school diploma or its equivalent,1
26,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
26,Female,Alberta,"College, CEGEP or other non-university certificate or di...",5
26,Female,Alberta,High school diploma or a high school equivalency certificate,3
26,Female,Alberta,Less than high school diploma or its equivalent,1
26,Female,Alberta,University certificate or diploma below the bachelor's level,3
26,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",10
26,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",3
26,Female,British Columbia,High school diploma or a high school equivalency certificate,4
26,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
26,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",4
26,Female,Manitoba,High school diploma or a high school equivalency certificate,1
26,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
26,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",6
26,Female,New Brunswick,"University certificate, diploma or degree above the bach...",2
26,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
26,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",1
26,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
26,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
26,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",10
26,Female,Ontario,"College, CEGEP or other non-university certificate or di...",12
26,Female,Ontario,High school diploma or a high school equivalency certificate,4
26,Female,Ontario,Less than high school diploma or its equivalent,1
26,Female,Ontario,University certificate or diploma below the bachelor's level,3
26,Female,Ontario,"University certificate, diploma or degree above the bach...",4
26,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",2
26,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
26,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",10
26,Female,Quebec,"College, CEGEP or other non-university certificate or di...",3
26,Female,Quebec,High school diploma or a high school equivalency certificate,6
26,Female,Quebec,Less than high school diploma or its equivalent,2
26,Female,Quebec,University certificate or diploma below the bachelor's level,6
26,Female,Quebec,"University certificate, diploma or degree above the bach...",5
26,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
26,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
26,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
26,Female,Saskatchewan,University certificate or diploma below the bachelor's level,1
26,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
26,Male,Alberta,"College, CEGEP or other non-university certificate or di...",1
26,Male,Alberta,High school diploma or a high school equivalency certificate,5
26,Male,Alberta,Less than high school diploma or its equivalent,2
26,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
26,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",3
26,Male,British Columbia,High school diploma or a high school equivalency certificate,2
26,Male,British Columbia,University certificate or diploma below the bachelor's level,3
26,Male,British Columbia,"University certificate, diploma or degree above the bach...",2
26,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
26,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",2
26,Male,Manitoba,High school diploma or a high school equivalency certificate,1
26,Male,Manitoba,University certificate or diploma below the bachelor's level,3
26,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
26,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
26,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
26,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
26,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",2
26,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
26,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",1
26,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
26,Male,Ontario,"College, CEGEP or other non-university certificate or di...",11
26,Male,Ontario,High school diploma or a high school equivalency certificate,9
26,Male,Ontario,University certificate or diploma below the bachelor's level,2
26,Male,Ontario,"University certificate, diploma or degree above the bach...",4
26,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",2
26,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,3
26,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,1
26,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
26,Male,Quebec,"College, CEGEP or other non-university certificate or di...",6
26,Male,Quebec,High school diploma or a high school equivalency certificate,1
26,Male,Quebec,Less than high school diploma or its equivalent,5
26,Male,Quebec,University certificate or diploma below the bachelor's level,4
26,Male,Quebec,"University certificate, diploma or degree above the bach...",1
26,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
26,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",2
26,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
26,Male,Saskatchewan,Less than high school diploma or its equivalent,1
26,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
27,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
27,Female,Alberta,"College, CEGEP or other non-university certificate or di...",6
27,Female,Alberta,High school diploma or a high school equivalency certificate,2
27,Female,Alberta,University certificate or diploma below the bachelor's level,2
27,Female,Alberta,"University certificate, diploma or degree above the bach...",1
27,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
27,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",2
27,Female,British Columbia,High school diploma or a high school equivalency certificate,5
27,Female,British Columbia,University certificate or diploma below the bachelor's level,1
27,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
27,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",5
